Date,High,Low,Open,Close,Volume,Adj Close
2021-11-01,4377.322265625,4160.966796875,4288.21728515625,4324.626953125,17985288261,4324.626953125
2021-11-02,4599.9482421875,4288.6865234375,4322.5009765625,4584.798828125,20794448222,4584.798828125
2021-11-03,4664.91015625,4462.97607421875,4589.6845703125,4607.19384765625,21220463155,4607.19384765625
2021-11-04,4606.51611328125,4426.62255859375,4604.6787109375,4537.32421875,18415244464,4537.32421875
2021-11-05,4570.89599609375,4447.4873046875,4537.42333984375,4486.2431640625,15086003586,4486.2431640625
2021-11-06,4530.9970703125,4334.9736328125,4482.64794921875,4521.5810546875,14429076700,4521.5810546875
2021-11-07,4640.921875,4510.984375,4523.98193359375,4620.5546875,13541376033,4620.5546875
2021-11-08,4822.36328125,4619.6494140625,4619.6494140625,4812.08740234375,19290896267,4812.08740234375
2021-11-09,4837.58935546875,4718.0390625,4810.0712890625,4735.06884765625,20834172627,4735.06884765625
2021-11-10,4859.5029296875,4485.09326171875,4733.36279296875,4636.17431640625,22748160545,4636.17431640625
2021-11-11,4778.05908203125,4580.990234375,4635.45361328125,4730.38427734375,17933201129,4730.38427734375
2021-11-12,4808.73876953125,4510.92041015625,4724.306640625,4667.115234375,18316060208,4667.115234375
2021-11-13,4702.115234375,4582.1806640625,4666.71923828125,4651.46044921875,14457436261,4651.46044921875
2021-11-14,4689.8427734375,4516.935546875,4648.6328125,4626.35888671875,12172962219,4626.35888671875
2021-11-15,4764.63623046875,4546.59912109375,4627.0908203125,4557.50390625,16275851299,4557.50390625
2021-11-16,4891.70458984375,4144.3349609375,4570.47802734375,4216.365234375,27417502801,4216.365234375
2021-11-17,4300.306640625,4107.1259765625,4213.91064453125,4287.59375,22183461850,4287.59375
2021-11-18,4343.55712890625,3959.227783203125,4287.80224609375,4000.65087890625,21383250893,4000.65087890625
2021-11-19,4311.7138671875,3982.91748046875,3995.7294921875,4298.306640625,20626269711,4298.306640625
2021-11-20,4434.38818359375,4209.24267578125,4298.3505859375,4409.93115234375,15448261277,4409.93115234375
2021-11-21,4422.49169921875,4255.455078125,4412.1953125,4269.73291015625,14094831413,4269.73291015625
2021-11-22,4302.02294921875,4033.572265625,4266.50927734375,4088.457763671875,19752218877,4088.457763671875
2021-11-23,4385.4833984375,4069.7666015625,4089.680419921875,4340.763671875,22133497059,4340.763671875
2021-11-24,4376.8759765625,4176.18359375,4340.0361328125,4276.03564453125,18729362911,4276.03564453125
2021-11-25,4485.2216796875,4257.9833984375,4279.12451171875,4484.267578125,19458146304,4484.267578125
